id,index,pmcid,Pattern,NormalPattern,Word,NormalWord,Similarity,NormalSimilarity,Distribution1,Distribution2,Distribution3,Distribution4,Distribution5,BioSentStop,mainfinding,mainfindingat,NormalWordFixed,NormalSimilarityFixed,LogNormalPattern,MaxNormalSimilarityFixed,MaxBioSentStop,MaxSimilarity
PMC1266383:4,4,PMC1266383,6.19,0.051476091,-7.416309013,-1.286565263,9,1.551845574,1,0,0,0,0,0.49556226,n,n,0.312564458,0.398107657,0.411161105,0.499733596,0.5742003,17
PMC1266383:5,5,PMC1266383,100.57,0.836340956,2.385746148,0.071903139,4,1.319507911,0,0,0,1,0,0.23377915,p,p,0.478547381,0.278265311,0.963086352,0.499733596,0.5742003,17
PMC1266383:6,6,PMC1266383,0,0,19.72278208,0.594417784,1,1,0,0,0,1,0,0.3621014,n,n,0.772123764,0.119842346,0,0.499733596,0.5742003,17
PMC1266383:7,7,PMC1266383,39.71,0.33022869,0,0,0,0,0,0,0,1,0,0.05902292,n,n,0.438148392,0,0.772527333,0.499733596,0.5742003,17
PMC1266383:8,8,PMC1266383,0,0,-2.554298071,-1.098697762,0,0,0,0,0,0,1,0.1701854,n,n,0.394895232,0,0,0.499733596,0.5742003,17
PMC1266383:9,9,PMC1266383,0,0,-0.487899158,-1.018852363,17,1.762340348,0,1,0,0,0,0.42492452,p,a,0.42988656,0.499733596,0,0.499733596,0.5742003,17
PMC128809:1,1,PMC128809,100.57,0.836340956,12.16910991,0.366760395,37,2.058924136,1,0,0,0,0,0.738939,p,p,0.644213794,0.628923947,0.963086352,0.628923947,0.738939,37
PMC128809:2,2,PMC128809,0,0,3.546263301,0.106879545,11,1.615394266,0,0,0,1,0,0.5415301,n,n,0.498198977,0.429630318,0,0.628923947,0.738939,37
PMC128809:3,3,PMC128809,0,0,-1.661118562,-1.064185416,4,1.319507911,0,0,0,1,0,0.462409,n,n,0.410019871,0.278265311,0,0.628923947,0.738939,37
PMC128809:4,4,PMC128809,0,0,4.551290329,0.13716969,2,1.148698355,0,0,0,1,0,0.61088175,n,n,0.515217584,0.189945625,0,0.628923947,0.738939,37
PMC128809:5,5,PMC128809,0,0,4.427578158,0.133441174,0,0,0,0,0,1,0,0.29368815,n,n,0.513122706,0,0,0.628923947,0.738939,37
PMC128809:6,6,PMC128809,0,0,-0.665709375,-1.025722928,4,1.319507911,0,0,0,1,0,0.2181782,n,n,0.426875614,0.278265311,0,0.628923947,0.738939,37
PMC128809:7,7,PMC128809,0,0,2.288392857,0.068969043,0,0,0,1,0,0,0,0.24084403,n,n,0.476898851,0,0,0.628923947,0.738939,37
PMC128809:8,8,PMC128809,0,0,-2.193263103,-1.084747415,4,1.319507911,0,1,0,0,0,0.40377766,n,n,0.401008811,0.278265311,0,0.628923947,0.738939,37
PMC128809:9,9,PMC128809,11.35,0.094386694,4.761343523,0.143500408,8,1.515716567,0,1,0,0,0,0.55996937,n,n,0.518774516,0.37989125,0.523912521,0.628923947,0.738939,37
PMC128809:10,10,PMC128809,0,0,-4.900804489,-1.189366479,1,1,0,1,0,0,0,0.4128672,n,n,0.355160708,0.119842346,0,0.628923947,0.738939,37
PMC128809:11,11,PMC128809,0,0,-1.394661269,-1.053889539,17,1.762340348,0,1,0,0,0,0.58023596,n,n,0.414531921,0.499733596,0,0.628923947,0.738939,37
PMC128810:1,1,PMC128810,0,0,2.385746148,0.071903139,2,1.148698355,1,0,0,0,0,0.34860903,n,n,0.478547381,0.189945625,0,0.646227972,0.72087884,41
PMC128810:2,2,PMC128810,13.59,0.113014553,-3.433476395,-1.132669103,0,0,1,0,0,0,0,0.11863148,n,n,0.380007682,0,0.558653112,0.646227972,0.72087884,41
PMC128810:3,3,PMC128810,0,0,-9.884250228,-1.381926207,0,0,1,0,0,0,0,0.17415014,n,n,0.27077362,0,0,0.646227972,0.72087884,41
PMC128810:4,4,PMC128810,6.19,0.051476091,-4.716276339,-1.182236335,1,1,1,0,0,0,0,0.36467135,n,n,0.358285412,0.119842346,0.411161105,0.646227972,0.72087884,41
PMC128810:5,5,PMC128810,0,0,-4.804412901,-1.18564192,0,0,1,0,0,0,0,0.09293361,n,n,0.356792953,0,0,0.646227972,0.72087884,41
PMC128810:6,6,PMC128810,9.44,0.078503119,0.613122944,0.01847869,6,1.430969081,1,0,0,0,0,0.46187943,p,a,0.448530698,0.336440001,0.488894477,0.646227972,0.72087884,41
PMC128810:7,7,PMC128810,64.63,0.537463617,20.71069508,0.624192136,41,2.101632478,0,0,0,1,0,0.72087884,p,p,0.788852571,0.646227972,0.872063311,0.646227972,0.72087884,41
PMC128810:8,8,PMC128810,0,0,12.75076183,0.384290592,2,1.148698355,0,0,0,1,0,0.28132316,n,n,0.654063186,0.189945625,0,0.646227972,0.72087884,41
PMC128810:9,9,PMC128810,0,0,-8.785537781,-1.339472094,0,0,0,0,0,1,0,0.21806662,n,n,0.289378648,0,0,0.646227972,0.72087884,41
PMC128810:10,10,PMC128810,0,0,-0.526092946,-1.020328166,0,0,0,0,0,1,0,0.21292223,n,n,0.429239807,0,0,0.646227972,0.72087884,41
PMC128810:11,11,PMC128810,0,0,-5.608664946,-1.21671812,4,1.319507911,0,1,0,0,0,0.11821368,n,n,0.343174166,0.278265311,0,0.646227972,0.72087884,41
PMC128810:12,12,PMC128810,0,0,-1.741136927,-1.067277316,0,0,0,1,0,0,0,0.23403028,n,n,0.408664881,0,0,0.646227972,0.72087884,41
PMC128810:13,13,PMC128810,0,0,4.207376192,0.126804587,0,0,0,1,0,0,0,0.18683776,n,n,0.50939392,0,0,0.646227972,0.72087884,41
PMC1459932:1,1,PMC1459932,0,0,-1.230848988,-1.047559853,0,0,1,0,0,0,0,0.1085438,n,n,0.417305833,0,0,0.309787971,0.43300456,5
PMC1459932:2,2,PMC1459932,0,0,-5.809858239,-1.224492204,0,0,1,0,0,0,0,0.16316472,n,n,0.339767263,0,0,0.309787971,0.43300456,5
PMC1459932:3,3,PMC1459932,0,0,5.175212773,0.155973863,4,1.319507911,1,0,0,0,0,0.43300456,n,n,0.525782764,0.278265311,0,0.309787971,0.43300456,5
PMC1459932:4,4,PMC1459932,0,0,-0.746721507,-1.028853227,2,1.148698355,0,0,0,1,0,0.38453388,n,n,0.425503797,0.189945625,0,0.309787971,0.43300456,5
PMC1459932:5,5,PMC1459932,0,0,-1.459747415,-1.05640446,1,1,0,0,0,1,0,0.12956466,n,n,0.413429786,0.119842346,0,0.309787971,0.43300456,5
PMC1459932:6,6,PMC1459932,0,0,-4.818476359,-1.186185331,0,0,0,0,0,1,0,0.25138935,n,n,0.35655481,0,0,0.309787971,0.43300456,5
PMC1459932:7,7,PMC1459932,0,0,4.72866676,0.142515574,0,0,0,0,0,0,1,0.1504553,n,n,0.518221185,0,0,0.309787971,0.43300456,5
PMC1459932:8,8,PMC1459932,35.82,0.297879418,16.65519109,0.501964771,4,1.319507911,0,0,0,0,1,0.18886107,p,p,0.720178768,0.278265311,0.751594521,0.309787971,0.43300456,5
PMC1459932:9,9,PMC1459932,7.4,0.061538462,3.716313593,0.112004629,0,0,0,0,0,0,1,0.23209004,n,n,0.501078521,0,0.443579874,0.309787971,0.43300456,5
PMC1459932:10,10,PMC1459932,0,0,-9.008758047,-1.348097297,5,1.379729661,0,1,0,0,0,0.3303933,n,n,0.285598751,0.309787971,0,0.309787971,0.43300456,5
PMC1564031:1,1,PMC1564031,0,0,-2.193263103,-1.084747415,0,0,1,0,0,0,0,0.20170979,n,n,0.401008811,0,0,0.526385626,0.5474288,20
PMC1564031:2,2,PMC1564031,36.6,0.304365904,10.99722751,0.331441456,20,1.820564203,1,0,0,0,0,0.5109887,p,p,0.624369744,0.526385626,0.755963739,0.526385626,0.5474288,20
PMC1564031:3,3,PMC1564031,0,0,6.916911665,0.208466295,0,0,0,0,0,1,0,0.5474288,n,n,0.55527579,0,0,0.526385626,0.5474288,20
PMC1564031:4,4,PMC1564031,0,0,0,0,0,0,0,0,0,1,0,0.5020209,n,n,0.438148392,0,0,0.526385626,0.5474288,20
PMC1564031:5,5,PMC1564031,0,0,0.883464987,0.026626431,0,0,0,0,0,1,0,0.36783132,n,n,0.45310853,0,0,0.526385626,0.5474288,20
PMC1564031:6,6,PMC1564031,0,0,-7.244635193,-1.279931808,0,0,0,0,0,1,0,0.14131194,n,n,0.315471494,0,0,0.526385626,0.5474288,20
PMC1564031:7,7,PMC1564031,6.19,0.051476091,2.514041015,0.075769771,0,0,0,1,0,0,0,0.29992595,n,n,0.48071986,0,0.411161105,0.526385626,0.5474288,20
PMC1564031:8,8,PMC1564031,0,0,-6.528293552,-1.252252456,0,0,0,1,0,0,0,0.18092819,n,n,0.327601652,0,0,0.526385626,0.5474288,20
PMC1564031:9,9,PMC1564031,4.15,0.034511435,4.934739355,0.148726322,9,1.551845574,0,1,0,0,0,0.2927142,n,n,0.521710711,0.398107657,0.341610339,0.526385626,0.5474288,20
PMC1566510:1,1,PMC1566510,100.57,0.836340956,6.77681231,0.204243891,20,1.820564203,1,0,0,0,0,0.5481908,p,p,0.55290342,0.526385626,0.963086352,0.526385626,0.57113105,20
PMC1566510:2,2,PMC1566510,3.25,0.027027027,-0.031880712,-1.001231867,0,0,0,0,0,1,0,0.25397885,n,n,0.437608541,0,0.301576251,0.526385626,0.57113105,20
PMC1566510:3,3,PMC1566510,0,0,2.342920613,0.070612436,0,0,0,0,1,0,0,0.33992767,n,n,0.477822196,0,0,0.526385626,0.57113105,20
PMC1566510:4,4,PMC1566510,0,0,-6.060351344,-1.234171227,1,1,0,0,1,0,0,0.24348027,n,n,0.335525543,0.119842346,0,0.526385626,0.57113105,20
PMC1566510:5,5,PMC1566510,0,0,-8.240343348,-1.318405848,1,1,0,0,1,0,0,0.31638342,n,n,0.298610688,0.119842346,0,0.526385626,0.57113105,20
PMC1566510:6,6,PMC1566510,0,0,-7.061153433,-1.272842096,2,1.148698355,0,0,1,0,0,0.35938072,n,n,0.318578479,0.189945625,0,0.526385626,0.57113105,20
PMC1566510:7,7,PMC1566510,0,0,0,0,9,1.551845574,0,0,1,0,0,0.57113105,n,n,0.438148392,0.398107657,0,0.526385626,0.57113105,20
PMC1566510:8,8,PMC1566510,0,0,-9.526529388,-1.368103918,0,0,0,0,1,0,0,0.21487577,n,n,0.27683108,0,0,0.526385626,0.57113105,20
PMC1566510:9,9,PMC1566510,0,0,-4.304896806,-1.16634068,0,0,0,0,1,0,0,0.3508418,n,n,0.3652515,0,0,0.526385626,0.57113105,20
PMC1566510:10,10,PMC1566510,0,0,-0.665709375,-1.025722928,0,0,0,0,1,0,0,0.30069825,n,n,0.426875614,0,0,0.526385626,0.57113105,20
PMC1566510:11,11,PMC1566510,0,0,-7.004291845,-1.270644971,0,0,0,0,0,0,1,0.22742175,n,n,0.319541343,0,0,0.526385626,0.57113105,20
PMC1566510:12,12,PMC1566510,0,0,2.166687671,0.065301015,0,0,0,1,0,0,0,0.36382076,n,n,0.474837958,0,0,0.526385626,0.57113105,20
PMC1602199:1,1,PMC1602199,13.59,0.113014553,7.393600769,0.222833055,9,1.551845574,1,0,0,0,0,0.45844483,p,p,0.563347796,0.398107657,0.558653112,0.398107657,0.45844483,9
PMC1839090:1,1,PMC1839090,0,0,-4.875536481,-1.188390127,0,0,1,0,0,0,0,0.48862255,n,n,0.355588584,0,0,0.569836875,0.70599025,26
PMC1839090:2,2,PMC1839090,0,0,6.37109375,0.192016086,9,1.551845574,1,0,0,0,0,0.6253369,n,n,0.546033192,0.398107657,0,0.569836875,0.70599025,26
PMC1839090:3,3,PMC1839090,7.4,0.061538462,15.0121259,0.452445024,9,1.551845574,1,0,0,0,0,0.35695446,n,n,0.692355953,0.398107657,0.443579874,0.569836875,0.70599025,26
PMC1839090:4,4,PMC1839090,0,0,3.094818632,0.093273618,1,1,0,0,0,1,0,0.46101353,n,n,0.490554447,0.119842346,0,0.569836875,0.70599025,26
PMC1839090:5,5,PMC1839090,0,0,-1.830129963,-1.070715995,0,0,0,0,0,1,0,0.27634677,n,n,0.40715792,0,0,0.569836875,0.70599025,26
PMC1839090:6,6,PMC1839090,0,0,-6.454935622,-1.249417914,0,0,0,0,0,1,0,0.35439444,n,n,0.328843857,0,0,0.569836875,0.70599025,26
PMC1839090:7,7,PMC1839090,0,0,4.863754593,0.146586938,1,1,0,0,0,1,0,0.27930984,n,n,0.520508692,0.119842346,0,0.569836875,0.70599025,26
PMC1839090:8,8,PMC1839090,0,0,2.526147959,0.076134658,4,1.319507911,0,0,0,1,0,0.33947593,n,n,0.480924873,0.278265311,0,0.569836875,0.70599025,26
PMC1839090:9,9,PMC1839090,0,0,2.385746148,0.071903139,1,1,0,0,0,1,0,0.36519873,n,n,0.478547381,0.119842346,0,0.569836875,0.70599025,26
PMC1839090:10,10,PMC1839090,0,0,0.192483044,0.005801177,0,0,0,0,0,1,0,0.22277533,n,n,0.4414078,0,0,0.569836875,0.70599025,26
PMC1839090:11,11,PMC1839090,0,0,-2.527038627,-1.09764446,0,0,0,0,0,1,0,0.1615483,n,n,0.395356829,0,0,0.569836875,0.70599025,26
PMC1839090:12,12,PMC1839090,0,0,-0.220633157,-1.008525238,0,0,0,0,0,1,0,0.22048496,n,n,0.434412304,0,0,0.569836875,0.70599025,26
PMC1839090:13,13,PMC1839090,0,0,-6.176095721,-1.238643575,0,0,0,0,0,1,0,0.17886376,n,n,0.333565587,0,0,0.569836875,0.70599025,26
PMC1839090:14,14,PMC1839090,0,0,10.43801521,0.314587559,26,1.918645192,0,1,0,0,0,0.70599025,p,p,0.614900333,0.569836875,0,0.569836875,0.70599025,26
PMC1976315:1,1,PMC1976315,65.88,0.547858628,5.466274994,0.164746082,14,1.695218203,1,0,0,0,0,0.6315699,p,p,0.53071146,0.468210936,0.875995707,0.468210936,0.6315699,14
PMC1976315:2,2,PMC1976315,0,0,4.961107884,0.149521033,0,0,0,0,0,1,0,0.48040706,n,n,0.522157222,0,0,0.468210936,0.6315699,14
PMC1976315:3,3,PMC1976315,0,0,8.925074038,0.268989573,0,0,0,0,0,1,0,0.33393988,n,n,0.589280971,0,0,0.468210936,0.6315699,14
PMC1976315:4,4,PMC1976315,0,0,2.041832011,0.061538035,4,1.319507911,0,1,0,0,0,0.16163085,n,n,0.472723717,0.278265311,0,0.468210936,0.6315699,14
PMC2195580:1,1,PMC2195580,0,0,-4.532188841,-1.175123216,4,1.319507911,1,0,0,0,0,0.18072288,n,n,0.361402655,0.278265311,0,0.549472664,0.500787,23
PMC2195580:2,2,PMC2195580,6.19,0.051476091,-2.263385928,-1.087456952,20,1.820564203,0,0,0,1,0,0.40469858,n,n,0.399821387,0.526385626,0.411161105,0.549472664,0.500787,23
PMC2195580:3,3,PMC2195580,56.78,0.472182952,8.562984662,0.258076693,3,1.24573094,0,0,1,0,0,0.27893308,p,p,0.583149537,0.239684693,0.845511816,0.549472664,0.500787,23
PMC2195580:4,4,PMC2195580,10.37,0.086237006,-2.193263103,-1.084747415,8,1.515716567,0,0,1,0,0,0.500787,n,n,0.401008811,0.37989125,0.506680287,0.549472664,0.500787,23
PMC2195580:5,5,PMC2195580,7.12,0.059209979,-15.36995904,-1.593893317,23,1.872171231,0,0,1,0,0,0.28054816,n,n,0.17788147,0.549472664,0.436513892,0.549472664,0.500787,23
PMC2195580:6,6,PMC2195580,0,0,11.9045767,0.358787724,7,1.475773162,0,0,0,0,1,0.31301603,n,n,0.639734325,0.359527039,0,0.549472664,0.500787,23
PMC2195580:7,7,PMC2195580,0,0,-3.790916071,-1.146480528,6,1.430969081,0,1,0,0,0,0.33244824,n,n,0.373954984,0.336440001,0,0.549472664,0.500787,23
PMC2253650:1,1,PMC2253650,0,0,3.992943548,0.120341879,16,1.741101127,1,0,0,0,0,0.58645093,n,n,0.505762829,0.489851137,0,0.489851137,0.58645093,16
PMC2253650:2,2,PMC2253650,0,0,-12.97786575,-1.501463128,9,1.551845574,0,0,0,1,0,0.4200905,n,n,0.218387938,0.398107657,0,0.489851137,0.58645093,16
PMC2253650:3,3,PMC2253650,0,0,3.135853316,0.094510347,5,1.379729661,0,0,0,0,1,0.519385,n,n,0.491249307,0.309787971,0,0.489851137,0.58645093,16
PMC2253650:4,4,PMC2253650,0,0,-7.003568547,-1.270617023,0,0,0,1,0,0,0,0.32412946,p,p,0.319553591,0,0,0.489851137,0.58645093,16
PMC2292418:1,1,PMC2292418,0,0,2.385746148,0.071903139,16,1.741101127,1,0,0,0,0,0.7399354,n,n,0.478547381,0.489851137,0,0.489851137,0.7399354,16
PMC2292418:2,2,PMC2292418,0,0,4.610572537,0.138956375,0,0,0,0,0,1,0,0.03556341,n,n,0.516221438,0,0,0.489851137,0.7399354,16
PMC2292418:3,3,PMC2292418,63.72,0.52989605,7.126652065,0.214787585,0,0,0,0,1,0,0,0.14907782,n,n,0.558827425,0,0.869153128,0.489851137,0.7399354,16
PMC2292418:4,4,PMC2292418,0,0,-9.339055794,-1.360859961,1,1,0,0,0,0,1,0.17640314,n,n,0.28000566,0.119842346,0,0.489851137,0.7399354,16
PMC2292418:5,5,PMC2292418,87.24,0.725488565,5.709299774,0.172070518,1,1,0,1,0,0,0,0.31568074,p,p,0.534826716,0.119842346,0.933763278,0.489851137,0.7399354,16
PMC2367395:1,1,PMC2367395,7.12,0.059209979,8.366772933,0.252163138,8,1.515716567,1,0,0,0,0,0.54015744,p,a,0.57982699,0.37989125,0.436513892,0.37989125,0.54826254,8
PMC2367395:2,2,PMC2367395,0,0,-0.686141901,-1.026512438,4,1.319507911,0,0,0,1,0,0.38890404,n,n,0.426529621,0.278265311,0,0.37989125,0.54826254,8
PMC2367395:3,3,PMC2367395,0,0,0.291579987,0.008787824,0,0,0,0,0,1,0,0.4922499,n,n,0.443085856,0,0,0.37989125,0.54826254,8
PMC2367395:4,4,PMC2367395,4.15,0.034511435,3.236111111,0.09753198,1,1,0,0,0,0,1,0.54826254,n,n,0.492947021,0.119842346,0.341610339,0.37989125,0.54826254,8
PMC2367395:5,5,PMC2367395,4.15,0.034511435,2.385746148,0.071903139,5,1.379729661,1,0,0,0,0,0.54311466,p,p,0.478547381,0.309787971,0.341610339,0.37989125,0.54826254,8
PMC2459180:1,1,PMC2459180,71.47,0.594345114,12.48189157,0.376187208,1,1,1,0,0,0,0,0.48456365,n,n,0.649510276,0.119842346,0.892726667,0.604532027,0.7545031,32
PMC2459180:2,2,PMC2459180,0,0,2.03875,0.061445148,2,1.148698355,0,0,0,1,0,0.4971864,n,n,0.472671528,0.189945625,0,0.604532027,0.7545031,32
PMC2459180:3,3,PMC2459180,0,0,0.79375944,0.023922828,1,1,0,0,1,0,0,0.31966516,n,n,0.451589503,0.119842346,0,0.604532027,0.7545031,32
PMC2459180:4,4,PMC2459180,0,0,-7.22148124,-1.279037142,1,1,0,0,0,0,1,0.4230842,n,n,0.315863571,0.119842346,0,0.604532027,0.7545031,32
PMC2459180:5,5,PMC2459180,0,0,4.424496148,0.133348287,32,2,0,1,0,0,0,0.7545031,p,p,0.513070517,0.604532027,0,0.604532027,0.7545031,32
PMC2488149:1,1,PMC2488149,7.12,0.059209979,0.188321255,0.005675746,18,1.782602458,1,0,0,0,0,0.66624993,n,n,0.441337327,0.5090816,0.436513892,0.5090816,0.66624993,18
PMC2488149:2,2,PMC2488149,102.73,0.854303534,9.927132834,0.29919026,8,1.515716567,0,0,0,1,0,0.5004782,p,p,0.606249316,0.37989125,0.967472303,0.5090816,0.66624993,18
PMC2488149:3,3,PMC2488149,7.12,0.059209979,0,0,0,0,0,0,0,0,1,0.4498036,n,n,0.438148392,0,0.436513892,0.5090816,0.66624993,18
PMC2488149:4,4,PMC2488149,0,0,7.224976917,0.217750962,5,1.379729661,0,1,0,0,0,0.38803586,p,a,0.560492407,0.309787971,0,0.5090816,0.66624993,18
PMC2515550:1,1,PMC2515550,0,0,8.420521707,0.253783053,22,1.855600736,1,0,0,0,0,0.68968505,p,p,0.580737143,0.542114279,0,0.542114279,0.68968505,22
PMC2515550:2,2,PMC2515550,0,0,8.417439696,0.253690166,0,0,0,0,0,1,0,0.3013232,n,n,0.580684954,0,0,0.542114279,0.68968505,22
PMC2515550:3,3,PMC2515550,0,0,7.055850082,0.21265371,0,0,0,1,0,0,0,0.13998264,n,n,0.557628501,0,0,0.542114279,0.68968505,22
PMC2569191:1,1,PMC2569191,7.12,0.059209979,-4.532188841,-1.175123216,4,1.319507911,1,0,0,0,0,0.77370906,p,p,0.361402655,0.278265311,0.436513892,0.278265311,0.77370906,4
PMC2569191:2,2,PMC2569191,0,0,0,0,0,0,0,0,0,1,0,0.22541179,n,n,0.438148392,0,0,0.278265311,0.77370906,4
PMC2569191:3,3,PMC2569191,0,0,4.551290329,0.13716969,1,1,0,0,1,0,0,0.45892432,n,n,0.515217584,0.119842346,0,0.278265311,0.77370906,4
PMC2569191:4,4,PMC2569191,0,0,-7.825872128,-1.302390731,0,0,0,0,1,0,0,0.30960158,n,n,0.305629128,0,0,0.278265311,0.77370906,4
PMC2569191:5,5,PMC2569191,0,0,-2.911839094,-1.112513103,0,0,0,0,1,0,0,0.20993446,n,n,0.388840818,0,0,0.278265311,0.77370906,4
PMC2569191:6,6,PMC2569191,0,0,-0.498374024,-1.019257111,1,1,0,0,1,0,0,0.4399503,n,n,0.429709185,0.119842346,0,0.278265311,0.77370906,4
PMC2569191:7,7,PMC2569191,0,0,-2.884120172,-1.111442047,0,0,0,0,0,0,1,0.24849743,n,n,0.389310195,0,0,0.278265311,0.77370906,4
PMC2569191:8,8,PMC2569191,0,0,-9.645614617,-1.372705356,4,1.319507911,0,1,0,0,0,0.42012498,n,n,0.274814552,0.278265311,0,0.278265311,0.77370906,4
PMC2576163:1,1,PMC2576163,0,0,-8.583690987,-1.331672758,25,1.903653939,1,0,0,0,0,0.5484109,p,p,0.292796617,0.563311725,0,0.563311725,0.5484109,25
PMC2576163:2,2,PMC2576163,0,0,-6.592274678,-1.254724678,4,1.319507911,0,0,0,1,0,0.30091718,n,n,0.326518228,0.278265311,0,0.563311725,0.5484109,25
PMC2576163:3,3,PMC2576163,0,0,-18.37675457,-1.710075524,0,0,0,0,1,0,0,0.26112995,n,n,0.126965952,0,0,0.563311725,0.5484109,25
PMC2576163:4,4,PMC2576163,0,0,2.231233044,0.067246324,0,0,0,0,1,0,0,0.10656663,n,n,0.475930936,0,0,0.563311725,0.5484109,25
PMC2576163:5,5,PMC2576163,0,0,-0.017687329,-1.000683436,0,0,0,0,0,0,1,0.135635,n,n,0.437848884,0,0,0.563311725,0.5484109,25
PMC2576163:6,6,PMC2576163,0,0,-2.41232158,-1.093211808,0,0,0,1,0,0,0,0.07990197,n,n,0.397299388,0,0,0.563311725,0.5484109,25
PMC2642879:1,1,PMC2642879,0,0,-3.090128755,-1.119402193,0,0,1,0,0,0,0,0.38068342,n,n,0.385821753,0,0,0.456282347,0.6343878,13
PMC2642879:2,2,PMC2642879,0,0,-15.70433598,-1.606813601,0,0,1,0,0,0,0,0.34865025,n,n,0.172219304,0,0,0.456282347,0.6343878,13
PMC2642879:3,3,PMC2642879,0,0,6.448632416,0.194352996,8,1.515716567,0,0,0,1,0,0.6343878,n,n,0.547346192,0.37989125,0,0.456282347,0.6343878,13
PMC2642879:4,4,PMC2642879,0,0,9.657566109,0.291065886,4,1.319507911,0,0,0,1,0,0.24544522,n,n,0.601684612,0.278265311,0,0.456282347,0.6343878,13
PMC2642879:5,5,PMC2642879,0,0,2.563122579,0.077249023,1,1,0,0,0,1,0,0.3590446,n,n,0.481550982,0.119842346,0,0.456282347,0.6343878,13
PMC2642879:6,6,PMC2642879,11.35,0.094386694,4.429725985,0.133505907,1,1,0,0,0,1,0,0.3913556,n,n,0.513159077,0.119842346,0.523912521,0.456282347,0.6343878,13
PMC2642879:7,7,PMC2642879,0,0,-2.712446352,-1.104808592,5,1.379729661,0,0,0,1,0,0.41318825,n,n,0.392217231,0.309787971,0,0.456282347,0.6343878,13
PMC2642879:8,8,PMC2642879,0,0,0.24004992,0.007234778,1,1,0,0,0,1,0,0.3558072,n,n,0.442213273,0.119842346,0,0.456282347,0.6343878,13
PMC2642879:9,9,PMC2642879,31.67,0.263367983,11.97739278,0.360982302,13,1.670277652,0,1,0,0,0,0.5110442,p,p,0.640967355,0.456282347,0.726670057,0.456282347,0.6343878,13
PMC2642879:10,10,PMC2642879,0,0,6.773612852,0.204147464,4,1.319507911,0,1,0,0,0,0.5030221,n,n,0.552849242,0.278265311,0,0.456282347,0.6343878,13
PMC2642879:11,11,PMC2642879,0,0,0,0,0,0,0,1,0,0,0,0.06600885,n,n,0.438148392,0,0,0.456282347,0.6343878,13
PMC2643050:1,1,PMC2643050,65.88,0.547858628,19.46438771,0.58663013,30,1.974350486,1,0,0,0,0,0.61208355,p,p,0.767748248,0.59372251,0.875995707,0.59372251,0.61208355,30
PMC2643050:2,2,PMC2643050,0,0,6.670379737,0.201036158,0,0,0,0,0,1,0,0.38064304,n,n,0.551101146,0,0,0.59372251,0.61208355,30
PMC2643050:3,3,PMC2643050,0,0,-6.129275312,-1.23683444,0,0,0,0,0,1,0,0.33957285,n,n,0.33435842,0,0,0.59372251,0.61208355,30
